match_type,nct_id,pmid,doi,article_title
trial_reference_pmid,NCT04920916,37693596,10.1101/2023.09.01.23293947,Pulmonary function and survival one year after dupilumab treatment of acute moderate to severe COVID-19: A follow up study from a Phase IIa trial.
trial_reference_pmid,NCT05381675,39920519,10.1007/s11845-025-03899-3,"Virtual recovery: efficacy of telerehabilitation on dyspnea, pain, and functional capacity in post-COVID-19 syndrome."
trial_reference_pmid,NCT05094622,34390682,10.1016/j.amjmed.2021.07.004,Post-COVID-19 Tachycardia Syndrome: A Distinct Phenotype of Post-Acute COVID-19 Syndrome.
trial_reference_pmid,NCT05725538,34039689,10.1136/bmjmilitary-2021-001856,Rehabilitation post-COVID-19: cross-sectional observations using the Stanford Hall remote assessment tool.
trial_reference_pmid,NCT05725538,39493634,10.1177/20552076241247936,Enhancing exercise intervention for patients with post-acute COVID-19 syndrome using mobile health technology: The COVIDReApp randomised controlled trial protocol.
trial_reference_pmid,NCT06253806,35477524,10.1136/bmj-2022-070230,Development and validation of the symptom burden questionnaire for long covid (SBQ-LC): Rasch analysis.
trial_reference_pmid,NCT06253806,37162813,10.2147/lra.s402197,Short Communication: Stellate Ganglion Blockade for Persistent Olfactory and Gustatory Symptoms Post-COVID-19.
trial_reference_pmid,NCT06253806,40504522,10.1001/jamaoto.2025.1304,Stellate Ganglion Block for the Treatment of COVID-19-Induced Parosmia: A Randomized Clinical Trial.
trial_reference_pmid,NCT06178952,36385449,10.1111/pcn.13508,Neuropsychiatric aspects of long COVID: A comprehensive review.
trial_reference_pmid,NCT06178952,36693536,10.1016/j.brs.2023.01.1672,Non-invasive brain stimulation for fatigue in post-acute sequelae of SARS-CoV-2 (PASC).
trial_reference_pmid,NCT06178952,36700201,10.3389/fimmu.2022.935614,The therapeutic potential of non-invasive brain stimulation for the treatment of Long-COVID-related cognitive fatigue.
trial_reference_pmid,NCT05597774,39798250,10.1016/j.rehab.2024.101920,Effect of respiratory rehabilitation on quality of life in individuals with post-COVID-19 symptoms: A randomised controlled trial.
trial_reference_pmid,NCT05597774,35236727,10.1183/13993003.03101-2021,Inspiratory muscle training enhances recovery post-COVID-19: a randomised controlled trial.
trial_reference_pmid,NCT05874089,36639608,10.1038/s41579-022-00846-2,"Long COVID: major findings, mechanisms and recommendations."
trial_reference_pmid,NCT05874089,36947108,10.7554/elife.86002,Pathogenic mechanisms of post-acute sequelae of SARS-CoV-2 infection (PASC).
trial_reference_pmid,NCT05956405,37946190,10.1186/s12906-023-04240-0,Effectiveness of an amygdala and insula retraining program combined with mindfulness training to improve the quality of life in patients with long COVID: a randomized controlled trial protocol.
trial_reference_pmid,NCT03674541,35526605,10.1016/j.chest.2022.04.146,"Neurovascular Dysregulation and Acute Exercise Intolerance in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: A Randomized, Placebo-Controlled Trial of Pyridostigmine."
trial_reference_pmid,NCT05389592,40848897,10.1016/j.brs.2025.08.018,"Transcranial direct current stimulation plus cognitive training for cognitive symptoms in patients with post-acute sequelae of SARS-CoV-2 infection: A randomized, double-blind, sham-controlled trial."
trial_reference_pmid,NCT05043051,37999672,10.1016/j.jacep.2023.10.015,Noninvasive Vagus Nerve Stimulation in Postural Tachycardia Syndrome: A Randomized Clinical Trial.
trial_reference_pmid,NCT06953661,34144933,10.1016/j.autneu.2021.102828,Postural orthostatic tachycardia syndrome (POTS): State of the science and clinical care from a 2019 National Institutes of Health Expert Consensus Meeting - Part 1.
trial_reference_pmid,NCT06953661,38901177,10.1016/j.autneu.2024.103195,Reduction of long COVID symptoms after stellate ganglion block: A retrospective chart review study.
trial_reference_pmid,NCT05228665,38298551,10.1177/27536351241227261,HEART Rate Variability Biofeedback for LOng COVID Dysautonomia (HEARTLOC): Results of a Feasibility Study.
trial_reference_pmid,NCT05228665,36410797,10.1136/bmjopen-2022-066044,HEART rate variability biofeedback for long COVID symptoms (HEARTLOC): protocol for a feasibility study.
trial_reference_pmid,NCT05454683,34201806,10.3390/antiox10071010,"Effect of Melatonin Plus Zinc Supplementation on Fatigue Perception in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: A Randomized, Double-Blind, Placebo-Controlled Trial."
trial_reference_pmid,NCT05454683,33329554,10.3389/fimmu.2020.582330,Impact of Long-Term Cryopreservation on Blood Immune Cell Markers in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: Implications for Biomarker Discovery.
trial_reference_pmid,NCT05454683,34444817,10.3390/nu13082658,"Effect of Dietary Coenzyme Q10 Plus NADH Supplementation on Fatigue Perception and Health-Related Quality of Life in Individuals with Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: A Prospective, Randomized, Double-Blind, Placebo-Controlled Trial."
trial_reference_pmid,NCT05454683,35229657,10.1089/ars.2022.0018,Does Coenzyme Q10 Plus Selenium Supplementation Ameliorate Clinical Outcomes by Modulating Oxidative Stress and Inflammation in Individuals with Myalgic Encephalomyelitis/Chronic Fatigue Syndrome?
trial_reference_pmid,NCT03356821,35568047,10.1016/s1474-4422(22)00117-x,"Feasibility and safety of intranasally administered mesenchymal stromal cells after perinatal arterial ischaemic stroke in the Netherlands (PASSIoN): a first-in-human, open-label intervention study."
trial_reference_pmid,NCT05019963,36056372,10.1186/s13063-022-06578-1,"Enhancing COVID Rehabilitation with Technology (ECORT): protocol for an open-label, single-site randomized controlled trial evaluating the effectiveness of electronic case management for individuals with persistent COVID-19 symptoms."
trial_reference_pmid,NCT05760092,35059791,10.1007/s00405-021-07217-2,"Patients' perspective about speech, swallowing and hearing status post-SARS-CoV-2 (COVID-19) recovery: E-survey."
trial_reference_pmid,NCT05254301,37759324,10.1186/s40814-023-01392-1,Functional performance recovery after individualized nutrition therapy combined with a patient-tailored physical rehabilitation program versus standard physiotherapy in patients with long COVID: a pilot study.
trial_reference_pmid,NCT05254301,41775918,10.1038/s43856-026-01486-w,Increased physical performance after personalised physiotherapy and nutritional counselling in adults with post-COVID-19 condition: a feasibility randomised trial.
trial_reference_pmid,NCT05618587,39356507,10.1001/jamanetworkopen.2024.36874,Lithium Aspartate for Long COVID Fatigue and Cognitive Dysfunction: A Randomized Clinical Trial.
trial_reference_pmid,NCT05238415,37792437,10.2196/49342,Longitudinal Evaluation of an Integrated Post-COVID-19/Long COVID Management Program Consisting of Digital Interventions and Personal Support: Randomized Controlled Trial.
trial_reference_pmid,NCT04830943,37950370,10.1080/17512433.2023.2282715,"The effectiveness of cerebrolysin, a multi-modal neurotrophic factor, for treatment of post-covid-19 persistent olfactory, gustatory and trigeminal chemosensory dysfunctions: a randomized clinical trial."
trial_reference_pmid,NCT05289154,40727709,10.1016/j.imr.2025.101197,Self-medication and off-label prescribing in post COVID-19 syndrome: Baseline data of a randomized acupressure and qigong trial.
trial_reference_pmid,NCT05305105,41741501,10.1038/s41598-026-38091-9,Pilot study of psilocybin in patients with post-treatment lyme disease.
trial_reference_pmid,NCT05273372,39664752,10.3389/fneur.2024.1483876,RESTORE ME: a RCT of oxaloacetate for improving fatigue in patients with myalgic encephalomyelitis/chronic fatigue syndrome.
trial_reference_pmid,NCT05273372,31830003,10.1172/jci132185,Myalgic encephalomyelitis/chronic fatigue syndrome patients exhibit altered T cell metabolism and cytokine associations.
trial_reference_pmid,NCT04842448,40228859,10.1136/bmjopen-2024-094386,"Ten sessions of hyperbaric oxygen versus sham treatment in patients with long covid (HOT-LoCO): a randomised, placebo-controlled, double-blind, phase II trial."
trial_reference_pmid,NCT04842448,36670365,10.1186/s12879-023-08002-8,"Hyperbaric oxygen therapy for long COVID (HOT-LoCO), an interim safety report from a randomised controlled trial."
trial_reference_pmid,NCT04842448,36323462,10.1136/bmjopen-2022-061870,"Hyperbaric oxygen for treatment of long COVID-19 syndrome (HOT-LoCO): protocol for a randomised, placebo-controlled, double-blind, phase II clinical trial."
trial_reference_pmid,NCT05571852,36833793,10.3390/ijerph20043100,Personalized Computerized Training for Cognitive Dysfunction after COVID-19: A Before-and-After Feasibility Pilot Study.
trial_reference_pmid,NCT04841759,35980383,10.1080/09638288.2022.2111467,Post-COVID: effects of physical exercise on functional status and work ability in health care personnel.
trial_reference_pmid,NCT04841759,32729939,10.1002/jmv.26368,Postdischarge symptoms and rehabilitation needs in survivors of COVID-19 infection: A cross-sectional evaluation.
trial_reference_pmid,NCT04881318,39614865,10.1016/j.jacep.2024.09.033,A Community-Based Trial of Commercially Available Compression Tights in Patients With Postural Orthostatic Tachycardia Syndrome.
trial_reference_pmid,NCT04881318,41338488,10.1016/j.cjca.2025.11.038,Abdominal-only Compression Garments Reduce Orthostatic Tachycardia and Improve Symptoms in Patients With Postural Orthostatic Tachycardia Syndrome.
trial_reference_pmid,NCT05846126,42058732,10.1177/20552076261428205,Addressing persistent symptoms in post-COVID condition: Through a multimodal intervention delivered in two technology-based formats.
trial_reference_pmid,NCT07312409,38837993,10.1371/journal.pone.0304522,Plasma taurine level is linked to symptom burden and clinical outcomes in post-COVID condition.
trial_reference_pmid,NCT06305793,41720282,10.1016/j.ahj.2026.107384,Design and rationale of RECOVER-AUTONOMIC: A randomized platform trial evaluating interventions for Long COVID postural orthostatic tachycardia syndrome.
trial_reference_pmid,NCT05813873,33800094,10.3390/ijerph18052695,Effects of a Comprehensive Pulmonary Rehabilitation in Severe Post-COVID-19 Patients.
title_match,NCT05848518,38102536,10.1186/s12877-023-04544-3,"Effect of different types of supervised exercise programs on cardiorespiratory and muscular fitness, pain, fatigue, mental health and inflammatory and oxidative stress biomarkers in older patients with post-COVID-19 sequelae ""EJerSA-COVID-19"": a randomized controlled trial."
title_match,NCT05205460,38824899,10.1016/j.rehab.2024.101853,Effectiveness of a 12-week telerehabilitation training in people with long COVID: A randomized controlled trial.
title_match,NCT04435002,40749563,10.1016/j.explore.2025.103231,"""The effect of acupressure on fatigue in individuals with chronic fatigue syndrome""."
title_match,NCT06156202,40894014,10.21203/rs.3.rs-7375832/v1,Evaluating a Comprehensive Multimodal Outpatient Rehabilitation Program to Improve the Functioning of Persons Suffering from Post-acute Sequelae of SARS-CoV-2 infection (PASC): A Randomized Controlled Trial.
title_match,NCT05911906,42063202,10.1186/s40814-026-01823-9,"An open-label, clinical feasibility study of the efficacy of Remdesivir for Long-COVID."
